state,year,total,D,R,party,pv2p,last_pv2p,winner,incumbent,incumbent_party
West Virginia,2000,648124,295497,336475,democrat,46.75792598406259,58.35466517610786,FALSE,FALSE,TRUE
West Virginia,2004,755792,326541,423778,republican,56.47971062974548,53.24207401593741,TRUE,TRUE,TRUE
West Virginia,2004,755792,326541,423778,democrat,43.52028937025452,46.75792598406259,FALSE,FALSE,FALSE
West Virginia,2008,713451,303857,397466,republican,56.67374376713725,56.47971062974548,FALSE,FALSE,TRUE
West Virginia,2008,713451,303857,397466,democrat,43.32625623286275,43.52028937025452,TRUE,FALSE,FALSE
West Virginia,2012,670438,238269,417655,republican,63.67429763204273,56.67374376713725,FALSE,FALSE,FALSE
West Virginia,2012,670438,238269,417655,democrat,36.32570236795726,43.32625623286275,TRUE,TRUE,TRUE
West Virginia,2016,713051,188794,489371,republican,72.16105225129577,63.67429763204273,TRUE,FALSE,FALSE
West Virginia,2016,713051,188794,489371,democrat,27.838947748704225,36.32570236795726,FALSE,FALSE,TRUE
Wisconsin,1988,2191608,1126794,1047499,republican,48.17653370543896,54.62201570962173,TRUE,FALSE,TRUE
Wisconsin,1988,2191608,1126794,1047499,democrat,51.82346629456104,45.377984290378265,FALSE,FALSE,FALSE
Wisconsin,1992,2531064,1041066,930855,republican,47.20549149788455,48.17653370543896,FALSE,TRUE,TRUE
Wisconsin,1992,2531064,1041066,930855,democrat,52.79450850211545,51.82346629456104,TRUE,FALSE,FALSE
Wisconsin,1996,2196169,1071971,845029,republican,44.08080333854982,47.20549149788455,FALSE,FALSE,FALSE
Wisconsin,1996,2196169,1071971,845029,democrat,55.91919666145019,52.79450850211545,TRUE,TRUE,TRUE
Wisconsin,2000,2598607,1242987,1237279,republican,49.884931696842195,44.08080333854982,TRUE,FALSE,FALSE
Wisconsin,2000,2598607,1242987,1237279,democrat,50.115068303157805,55.91919666145019,FALSE,FALSE,TRUE
Wisconsin,2004,2997007,1489504,1478120,republican,49.80819672573075,49.884931696842195,TRUE,TRUE,TRUE
Wisconsin,2004,2997007,1489504,1478120,democrat,50.19180327426924,50.115068303157805,FALSE,FALSE,FALSE
Wisconsin,2008,2983417,1677211,1262393,republican,42.94432175218159,49.80819672573075,FALSE,FALSE,TRUE
Wisconsin,2008,2983417,1677211,1262393,democrat,57.055678247818406,50.19180327426924,TRUE,FALSE,FALSE
Wisconsin,2012,3071434,1620985,1410966,republican,46.53657001712759,42.94432175218159,FALSE,FALSE,FALSE
Wisconsin,2012,3071434,1620985,1410966,democrat,53.46342998287241,57.055678247818406,TRUE,TRUE,TRUE
Wisconsin,2016,2976150,1382536,1405284,republican,50.40798903802971,46.53657001712759,TRUE,FALSE,FALSE
Wisconsin,2016,2976150,1382536,1405284,democrat,49.59201096197028,53.46342998287241,FALSE,FALSE,TRUE
Wyoming,1988,176551,67113,106867,republican,61.42487642257731,71.40039976207191,TRUE,FALSE,TRUE
Wyoming,1988,176551,67113,106867,democrat,38.575123577422694,28.599600237928097,FALSE,FALSE,FALSE
Wyoming,1992,199884,68160,79347,republican,53.79202342939657,61.42487642257731,FALSE,TRUE,TRUE
Wyoming,1992,199884,68160,79347,democrat,46.20797657060343,38.575123577422694,TRUE,FALSE,FALSE
Wyoming,1996,211571,77934,105388,republican,57.48791743489598,53.79202342939657,FALSE,FALSE,FALSE
Wyoming,1996,211571,77934,105388,democrat,42.51208256510402,46.20797657060343,TRUE,TRUE,TRUE
Wyoming,2000,213726,60481,147947,republican,70.98230564031705,57.48791743489598,TRUE,FALSE,FALSE
Wyoming,2000,213726,60481,147947,democrat,29.01769435968296,42.51208256510402,FALSE,FALSE,TRUE
Wyoming,2004,243861,70776,167629,republican,70.31270317317171,70.98230564031705,TRUE,TRUE,TRUE
Wyoming,2004,243861,70776,167629,democrat,29.687296826828298,29.01769435968296,FALSE,FALSE,FALSE
Wyoming,2008,254904,82868,164958,republican,66.56202335509592,70.31270317317171,FALSE,FALSE,TRUE
Wyoming,2008,254904,82868,164958,democrat,33.43797664490409,29.687296826828298,TRUE,FALSE,FALSE
Wyoming,2012,250701,69286,170962,republican,71.16063401152142,66.56202335509592,FALSE,FALSE,FALSE
Wyoming,2012,250701,69286,170962,democrat,28.839365988478573,33.43797664490409,TRUE,TRUE,TRUE
Wyoming,2016,258788,55973,174419,republican,75.70531962915379,71.16063401152142,TRUE,FALSE,FALSE
Wyoming,2016,258788,55973,174419,democrat,24.294680370846212,28.839365988478573,FALSE,FALSE,TRUE
